-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922,-126.741180419922
